Day,Hour,Minute,CPU
5,14,58,62.57500042520546
5,14,57,64.07811836837948
5,14,56,67.22610587578436
5,14,55,70.77241359210511
5,14,54,72.07343535250565
5,14,53,70.74426219653846
5,14,52,73.62842007060931
5,14,51,71.09207327908334
5,14,50,60.5003493704306
5,14,49,61.64669346361675
5,14,48,66.14226855408572
5,14,47,73.68185118717885
5,14,46,62.52900986188549
5,14,45,73.58515575676044
5,14,44,60.27995589859159
5,14,43,72.11091535020844
5,14,42,72.62413589420031
5,14,41,61.81497586436359
5,14,40,71.81055054222404
5,14,39,73.44603542565974
5,14,38,73.83475666576342
5,14,37,64.74974184018342
5,14,36,60.57473915891771
5,14,35,72.52166116746463
5,14,34,73.84827969343284
5,14,33,66.94065816060436
5,14,32,62.89207098878956
5,14,31,66.30348234482108
5,14,30,63.47310792714844
5,14,29,62.86692275470532
5,14,28,61.847992582324906
5,14,27,70.50484575092662
5,14,26,69.03821429658274
5,14,25,71.98163090428218
5,14,24,73.8982723511307
5,14,23,66.23052517636194
5,14,22,64.76393829418637
5,14,21,65.79391334817443
5,14,20,64.90554074809637
5,14,19,70.28021401806217
5,14,18,69.57857949969373
5,14,17,71.66833236393482
5,14,16,66.64983609283017
5,14,15,69.00487168090402
5,14,14,68.45577788862384
5,14,13,63.232511691380154
5,14,12,67.99929434443845
5,14,11,68.72973780379411
5,14,10,72.30209412242985
5,14,9,63.30887053053695
5,14,8,72.97447332620212
5,14,7,61.099296217013524
5,14,6,64.2213927577667
5,14,5,73.6726519140869
5,14,4,67.29694294888057
5,14,3,65.53350599943248
5,14,2,70.25330427389302
5,14,1,62.82785816654667
5,14,0,70.48580037698262
5,13,59,62.102588129262536
5,13,58,69.17601573890875
5,13,57,62.38396990091551
5,13,56,64.63387614871998
5,13,55,60.564336540192436
5,13,54,66.1649497094803
5,13,53,64.2208319558095
5,13,52,69.19806814491187
5,13,51,66.56679772649544
5,13,50,65.85317803388574
5,13,49,60.18967767250834
5,13,48,71.55193688029716
5,13,47,62.21341543810313
5,13,46,67.60368343445671
5,13,45,63.153844815959744
5,13,44,67.01366749383929
